category,subCategory,eventID,level,channel,provider,description,availableSettings/0,availableSettings/1,gpoSettings,documentation,volume/DomainController,volume/Server,volume/Workstation,microsoftBaseline/DomainController,microsoftBaseline/Server,microsoftBaseline/Workstation,securityMonitoringRecommandation,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5
Policy Change,Audit MPSSVC Rule-Level Policy Change,4951,Information,Security,Microsoft-Windows-Security-Auditing,A rule has been ignored because its major version number wasn't recognized by Windows Firewall.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4951,Medium,Medium,Medium,Failure,Failure,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit MPSSVC Rule-Level Policy Change,4952,Information,Security,Microsoft-Windows-Security-Auditing,Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4952,Medium,Medium,Medium,Failure,Failure,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit MPSSVC Rule-Level Policy Change,4953,Information,Security,Microsoft-Windows-Security-Auditing,Windows Firewall ignored a rule because it couldn't be parsed.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4953,Medium,Medium,Medium,Failure,Failure,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit MPSSVC Rule-Level Policy Change,4954,Information,Security,Microsoft-Windows-Security-Auditing,Windows Firewall Group Policy settings have changed. The new settings have been applied.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4954,Medium,Medium,Medium,Success,Success,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit MPSSVC Rule-Level Policy Change,4956,Information,Security,Microsoft-Windows-Security-Auditing,Windows Firewall has changed the active profile.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4956,Medium,Medium,Medium,Success,Success,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit MPSSVC Rule-Level Policy Change,4957,Information,Security,Microsoft-Windows-Security-Auditing,Windows Firewall did not apply the following rule.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4957,Medium,Medium,Medium,Failure,Failure,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit MPSSVC Rule-Level Policy Change,4958,Information,Security,Microsoft-Windows-Security-Auditing,Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit MPSSVC Rule-Level Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4958,Medium,Medium,Medium,Failure,Failure,Success,Yes,SRV-ETM,YAMATO,,,,
Policy Change,Audit Other Policy Change,4714,Information,Security,Microsoft-Windows-Security-Auditing,Encrypted data recovery policy was changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4714,Low,Low,Low,No,No,No,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,4819,Information,Security,Microsoft-Windows-Security-Auditing,Central Access Policies on the machine have been changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4819,Low,Low,Low,No,No,No,Yes,,,,,,
Policy Change,Audit Other Policy Change,4826,Information,Security,Microsoft-Windows-Security-Auditing,Boot Configuration Data loaded.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4826,Low,Low,Low,No,No,No,Yes,JSCU-NL,,,,,
Policy Change,Audit Other Policy Change,4909,Information,Security,Microsoft-Windows-Security-Auditing,The local policy settings for the TBS were changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4909,Low,Low,Low,No,No,No,No,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,4910,Information,Security,Microsoft-Windows-Security-Auditing,The group policy settings for the TBS were changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4910,Low,Low,Low,No,No,No,No,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5063,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic provider operation was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5063,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5064,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic context operation was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5064,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5065,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic context modification was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5065,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5066,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic function operation was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5066,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5067,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic function modification was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5067,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5068,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic function provider operation was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5068,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5069,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic function property operation was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5069,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5070,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic function property modification was attempted.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5070,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,5447,Information,Security,Microsoft-Windows-Security-Auditing,A Windows Filtering Platform filter has been changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5447,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,6144,Information,Security,Microsoft-Windows-Security-Auditing,Security policy in the group policy objects has been applied successfully.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6144,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Policy Change,Audit Other Policy Change,6145,Information,Security,Microsoft-Windows-Security-Auditing,One or more errors occurred while processing security policy in the group policy objects.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Other Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6145,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
Privilege Use,Audit Non-Sensitive Privilege Use,4673,Information,Security,Microsoft-Windows-Security-Auditing,A privileged service was called.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Non-Sensitive Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4673,Very High,Very High,Very High,No,No,No,Yes,JSCU-NL,SRV-ETM,YAMATO,,,
Privilege Use,Audit Non-Sensitive Privilege Use,4674,Information,Security,Microsoft-Windows-Security-Auditing,An operation was attempted on a privileged object.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Non-Sensitive Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4674,Very High,Very High,Very High,No,No,No,Yes,SRV-ETM,YAMATO,,,,
Privilege Use,Audit Non-Sensitive Privilege Use,4985,Information,Security,Microsoft-Windows-Security-Auditing,The state of a transaction has changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Non-Sensitive Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4985,Very High,Very High,Very High,No,No,No,Yes,SRV-ETM,YAMATO,,,,
Privilege Use,Audit Other Privilege Use,4985,Information,Security,Microsoft-Windows-Security-Auditing,The state of a transaction has changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Other Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4985,,,,No,No,No,Yes,SRV-ETM,YAMATO,,,,
Privilege Use,Audit Sensitive Privilege Use,4673,Information,Security,Microsoft-Windows-Security-Auditing,A privileged service was called.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Sensitive Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4673,High,High,High,Success and Failure,Success and Failure,Success and Failure,Yes,JSCU-NL,SRV-ETM,YAMATO,,,
Privilege Use,Audit Sensitive Privilege Use,4674,Information,Security,Microsoft-Windows-Security-Auditing,An operation was attempted on a privileged object.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Sensitive Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4674,High,High,High,Success and Failure,Success and Failure,Success and Failure,Yes,SRV-ETM,YAMATO,,,,
Privilege Use,Audit Sensitive Privilege Use,4985,Information,Security,Microsoft-Windows-Security-Auditing,The state of a transaction has changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Privilege Use\Audit Sensitive Privilege Use,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4985,High,High,High,Success,Success,Success,Yes,SRV-ETM,YAMATO,,,,
System,Audit Other System Events,5024,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Service has started successfully.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5024,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,MDE,,,,
System,Audit Other System Events,5025,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Service has been stopped.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5025,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,MDE,,,,
System,Audit Other System Events,5027,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Service was unable to retrieve the security policy from the local storage. The service will continue enforcing the current policy.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5027,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5028,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Service was unable to parse the new security policy. The service will continue with currently enforced policy.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5028,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5029,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Service failed to initialize the driver. The service will continue to enforce the current policy.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5029,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5030,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Service failed to start.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5030,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5032,Information,Security,Microsoft-Windows-Security-Auditing,Windows Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5032,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5033,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Driver has started successfully.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5033,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5034,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Driver was stopped.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5034,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5035,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Driver failed to start.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5035,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5037,Information,Security,Microsoft-Windows-Security-Auditing,The Windows Firewall Driver detected critical runtime error. Terminating.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5037,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,5058,Information,Security,Microsoft-Windows-Security-Auditing,Key file operation.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5058,Low,Low,Low,Success and Failure,Success and Failure,Success and Failure,Yes,SRV-ETM,MDE,,,,
System,Audit Other System Events,5059,Information,Security,Microsoft-Windows-Security-Auditing,Key migration operation.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5059,Low,Low,Low,Success and Failure,Success and Failure,Success and Failure,Yes,SRV-ETM,,,,,
System,Audit Other System Events,6400,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: Received an incorrectly formatted response while discovering availability of content.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6400,,,,,,,No,,,,,,
System,Audit Other System Events,6401,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: Received invalid data from a peer. Data discarded.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6401,,,,,,,No,,,,,,
System,Audit Other System Events,6402,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: The message to the hosted cache offering it data is incorrectly formatted.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6402,,,,,,,No,,,,,,
System,Audit Other System Events,6403,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: The hosted cache sent an incorrectly formatted response to the client.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6403,,,,,,,No,,,,,,
System,Audit Other System Events,6404,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: Hosted cache could not be authenticated using the provisioned SSL certificate.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6404,,,,,,,No,,,,,,
System,Audit Other System Events,6405,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: %2 instance(s) of event id %1 occurred.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6405,,,,,,,No,,,,,,
System,Audit Other System Events,6406,Information,Security,Microsoft-Windows-Security-Auditing,%1 registered to Windows Firewall to control filtering for the following: %2.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6406,,,,,,,No,,,,,,
System,Audit Other System Events,6407,Information,Security,Microsoft-Windows-Security-Auditing,1%.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6407,,,,,,,No,,,,,,
System,Audit Other System Events,6408,Information,Security,Microsoft-Windows-Security-Auditing,Registered product %1 failed and Windows Firewall is now controlling the filtering for %2.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6408,,,,,,,No,,,,,,
System,Audit Other System Events,6409,Information,Security,Microsoft-Windows-Security-Auditing,BranchCache: A service connection point object could not be parsed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Other System Events,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6409,,,,,,,No,,,,,,
System,Audit Security State Change,4608,Information,Security,Microsoft-Windows-Security-Auditing,Windows is starting up.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security State Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4608,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,YAMATO,,,,
System,Audit Security State Change,4616,Information,Security,Microsoft-Windows-Security-Auditing,The system time was changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security State Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4616,Low,Low,Low,Success,Success,Success,Yes,JSCU-NL,SRV-ETM,CORTEX,YAMATO,ANSSI,
System,Audit Security State Change,4621,Information,Security,Microsoft-Windows-Security-Auditing,Administrator recovered system from CrashOnAuditFail.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security State Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4621,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
System,Audit Security System Extension,4610,Information,Security,Microsoft-Windows-Security-Auditing,An authentication package has been loaded by the Local Security Authority.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security System Extension,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4610,Low,Low,Low,Success,Success,Success,Yes,JSCU-NL,SRV-ETM,,,,
System,Audit Security System Extension,4611,Information,Security,Microsoft-Windows-Security-Auditing,A trusted logon process has been registered with the Local Security Authority.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security System Extension,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4611,Low,Low,Low,Success,Success,Success,Yes,JSCU-NL,SRV-ETM,YAMATO,,,
System,Audit Security System Extension,4614,Information,Security,Microsoft-Windows-Security-Auditing,A notification package has been loaded by the Security Account Manager.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security System Extension,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4614,Low,Low,Low,Success,Success,Success,Yes,JSCU-NL,SRV-ETM,,,,
System,Audit Security System Extension,4622,Information,Security,Microsoft-Windows-Security-Auditing,A security package has been loaded by the Local Security Authority.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security System Extension,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4622,Low,Low,Low,Success,Success,Success,Yes,JSCU-NL,SRV-ETM,,,,
System,Audit Security System Extension,4697,Information,Security,Microsoft-Windows-Security-Auditing,A service was installed in the system.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit Security System Extension,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4697,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,JSCU-NL,MDE,YAMATO,ANSSI,
System,Audit System Integrity,4612,Information,Security,Microsoft-Windows-Security-Auditing,"Internal resources allocated for the queuing of audit messages have been exhausted, leading to the loss of some audits.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4612,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
System,Audit System Integrity,4615,Information,Security,Microsoft-Windows-Security-Auditing,Invalid use of LPC port.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4615,Low,Low,Low,Success,Success,Success,No,SRV-ETM,,,,,
System,Audit System Integrity,4618,Information,Security,Microsoft-Windows-Security-Auditing,A monitored security event pattern has occurred.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4618,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
System,Audit System Integrity,4816,Information,Security,Microsoft-Windows-Security-Auditing,RPC detected an integrity violation while decrypting an incoming message.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4816,Low,Low,Low,Success,Success,Success,Yes,JSCU-NL,SRV-ETM,,,,
System,Audit System Integrity,5038,Information,Security,Microsoft-Windows-Security-Auditing,Code integrity determined that the image hash of a file is not valid. The file could be corrupt due to unauthorized modification or the invalid hash could indicate a potential disk device error.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5038,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,JSCU-NL,,,,
System,Audit System Integrity,5056,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic self-test was performed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5056,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
System,Audit System Integrity,5057,Information,Security,Microsoft-Windows-Security-Auditing,A cryptographic primitive operation failed.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5057,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit System Integrity,5060,Information,Security,Microsoft-Windows-Security-Auditing,Verification operation failed.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5060,Low,Low,Low,Failure,Failure,Failure,Yes,SRV-ETM,,,,,
System,Audit System Integrity,5061,Information,Security,Microsoft-Windows-Security-Auditing,Cryptographic operation.,Success,Failure,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5061,Low,Low,Low,Success and Failure,Success and Failure,Success and Failure,Yes,SRV-ETM,,,,,
System,Audit System Integrity,5062,Information,Security,Microsoft-Windows-Security-Auditing,A kernel-mode cryptographic self-test was performed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-5062,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,,,,,
